id,formation_energy_per_atom,prediction
mp-998154,-0.4956030269999999,-0.50826627
mp-567332,0.0012268900000007,0.033706844
mp-763198,-2.620416768531666,-2.6038823
mp-17660,-1.5369605976302083,-1.5191665
mp-27033,-2.570288545877976,-2.5555995
mp-995193,-0.0037176321550003,-0.0058137774
mp-40201,-2.927295998728696,-2.9162836
mp-850393,-1.857242022486666,-1.9042308
mp-18561,-0.5171534093749992,-0.5129192
mp-605056,-0.3179369669836839,-0.30628866
mp-567197,-0.8303698283333331,-0.8098714
mp-759254,-2.4477863572222214,-2.4405534
mp-1031148,-2.6394455285416667,-2.6215787
mp-1184564,0.0984795062499994,0.09713644
mp-559127,-3.0086897803145165,-3.0008953
mp-680145,-0.5904122523333333,-0.58893913
mp-21493,-0.2931365786363635,-0.30408856
mp-504748,-2.311309884270885,-2.2812958
mp-865500,-3.187511982916666,-3.1737125
mp-34038,-1.430005631216,-1.4715786
mp-1099241,-2.546839450372499,-2.552726
mp-976768,0.09904783375,0.100717515
mp-769792,-1.8002266065909098,-1.7620909
mp-754598,-0.8906146862760418,-0.8866302
mp-542522,-0.5254196209677416,-0.53435737
mp-673024,-2.3435831763214297,-2.327237
mp-29387,-0.3487157322222221,-0.3719311
mp-974492,0.0012480543750008,-0.005076647
mp-777546,-1.365614677083333,-1.346849
mp-504149,-2.425640538690476,-2.4414492
mp-29213,-2.013397038399999,-2.0145772
mp-865937,-1.4018760748229169,-1.4456477
mp-779221,-0.3439849501832763,-0.36410767
mp-23790,-0.8851394014433333,-0.89291537
mp-763541,-1.9755285957028568,-1.9540683
mp-31039,-1.7883662337246449,-1.7719932
mp-559251,-1.1183474830839288,-1.1374439
mp-676461,-3.60960539925,-3.5938387
mp-632684,-1.767558455459206,-1.764809
mp-643010,-0.4751251624133985,-0.4896722
mp-676572,-2.987060648652273,-2.9344606
mp-27632,-1.7225383072844442,-1.7090242
mp-863721,-0.8550430987500004,-0.8308714
mp-667418,-0.5100695869791676,-0.49330515
mp-850341,-2.3209214595583347,-2.311977
mp-5380,-1.767088213647959,-1.7689698
mp-754741,-3.747838180833333,-3.7171173
mp-21819,-0.4838866621708685,-0.49954003
mp-542634,-0.3574763480000001,-0.37309003
mp-2599,-1.5479757549399995,-1.5055792
mp-721053,-1.4517252153177502,-1.454001
mp-20674,-2.1923260937500006,-2.1977925
mp-769922,-2.587233457142856,-2.499086
mp-755924,-3.085358856428571,-3.067346
mp-31127,-3.139717021991072,-3.120184
mp-17678,-2.388090195892857,-2.3969688
mp-763338,-2.5870915708266677,-2.5697474
mp-23496,-0.7112430785344825,-0.7162643
mp-684583,-0.9270965495689651,-0.93494886
mp-632706,-0.6303737806666665,-0.6358765
mp-14983,-0.3590119270634923,-0.36748987
mp-773884,-1.5794293205612242,-1.5926535
mp-31509,-0.4137271091666665,-0.41418663
mp-30146,-3.1334778457933337,-3.1026871
mp-28837,-1.7926896896060005,-1.8137517
mp-27375,-0.5584751372727275,-0.5692359
mp-21548,-0.4474599246153839,-0.4591074
mp-27830,-1.551490835618616,-1.5393529
mp-1094035,-0.108066296666666,-0.11814058
mp-756392,-2.621397988472222,-2.603634
mp-706616,-1.6312010859226664,-1.6267092
mp-23729,-0.1383943331719997,-0.19204822
mp-865175,-0.3151651812500002,-0.33804178
mp-20067,-1.8164125372916664,-1.7768927
mp-756400,-2.424906064583334,-2.4187827
mp-686077,-3.779756617495211,-3.7629302
mp-4014,-0.583624124,-0.57719505
mp-672223,-1.5437512216406253,-1.5269685
mp-30022,-2.2175100110072723,-2.172268
mp-759329,-2.447931276261904,-2.4550571
mp-754370,-2.8598102145833337,-2.837255
mp-23366,-1.165931859741379,-1.1637503
mp-30126,-1.3682052742261903,-1.3557316
mp-976578,-0.6573360454233329,-0.67044306
mp-722271,-1.0413466655861117,-1.0364921
mp-504880,-1.647827723845217,-1.6564258
mp-1025325,-0.2055926083928574,-0.23683667
mp-18567,-0.1598774195833332,-0.15753263
mp-764774,-2.76082724074074,-2.7476082
mp-7621,-2.175502851333333,-2.1493487
mp-26299,-2.4688628538775506,-2.4315467
mp-17319,-0.4750556483928574,-0.4863824
mp-11224,-0.1872832803333333,-0.15188861
mp-865956,-0.4583059024449998,-0.5140747
mp-685097,-4.0106552041666665,-3.9676757
mp-505418,-1.255222664741379,-1.2754998
mp-770745,-1.8458530039772731,-1.7885678
mp-27200,-0.1442294070452083,-0.11762458
mp-3547,-3.0351637567500007,-3.0130787
mp-37947,-1.7954268294318183,-1.7795922
mp-997159,-1.6179609843750002,-1.6165197
mp-12902,-0.8999320650000002,-0.9093783
mp-3477,-0.2138519783333331,-0.23306865
mp-866850,-1.3981545754375009,-1.4029703
mp-1033472,-2.7314098100000006,-2.7215397
mp-770997,-3.173658336458334,-3.15516
mp-675813,-4.147419801160715,-4.0915036
mp-37,0.0,0.0066970587
mp-763908,-2.59413112304889,-2.5825918
mp-17659,-0.0118049369811319,-0.027337015
mp-977230,0.6226181725000002,0.6168947
mp-30666,-0.5679976657500007,-0.58144844
mp-1031823,-2.532663404508928,-2.5350873
mp-30369,-0.5641275045,-0.5997445
mp-752477,-1.8669133407781824,-1.867932
mp-780292,-2.4799678018361107,-2.4658177
mp-21533,-2.254930012775975,-2.2407682
mp-770572,-1.6921817691633876,-1.6811471
mp-777686,-2.2406035791570207,-2.2149448
mp-39208,-3.304568673416667,-3.3028455
mp-22282,-0.4974628738888889,-0.5195593
mp-752891,-3.299877748750002,-3.2683864
mp-672341,-3.705992692091429,-3.7061229
mp-504941,-0.7463111202777779,-0.75364155
mp-6799,-1.321837563162857,-1.3118047
mp-754173,-2.485534921805556,-2.4913704
mp-27918,-0.6074293377777775,-0.6088725
mp-36821,-1.4324768406249997,-1.4354085
mp-504442,-0.4694064225000013,-0.4498431
mp-1219977,-0.6076439249999996,-0.6010386
mp-676951,-3.71240581417208,-3.6646814
mp-769871,-1.9059050317857145,-1.8817418
mp-672705,-1.857764427708333,-1.8071288
mp-21701,0.0059935124999991,-0.040911913
mp-35787,-2.447563515892857,-2.428801
mp-705014,-1.431185499027315,-1.4420679
mp-39712,-3.315861679916666,-3.281987
mp-997015,-0.9602705856249996,-0.99479586
mp-1016321,0.2915501472321429,0.29693168
mp-17350,-3.017911226666667,-3.0005655
mp-684119,-2.726699731869587,-2.7133853
mp-1017531,-0.5543891124999991,-0.5527088
mp-977385,-0.3270357436525,-0.34854937
mp-17538,-0.9630394299687498,-0.9703094
mp-997589,-3.5813248775833344,-3.5663662
mp-1208767,-2.1450520515,-2.1386316
mp-27623,-1.458620497272728,-1.474836
mp-867813,-0.0525499812499994,-0.049963534
mp-686084,-0.4437829939915967,-0.4562989
mp-620812,-0.6412762014999999,-0.62008023
mp-865183,-0.1504426724999996,-0.17351866
mp-505138,-0.401885718995192,-0.4031148
mp-20356,-2.9472014895000003,-2.9038363
mp-677094,-2.5703045082261915,-2.535034
mp-686712,-0.3100186726302083,-0.32889497
mp-18584,-3.361859215136719,-3.3709865
mp-720644,-1.345419966373928,-1.3492625
mp-5787,-2.089302051875,-2.0834749
mp-777668,-2.4111305589285723,-2.41254
mp-21760,-0.3370933199794744,-0.3423431
mp-775601,-2.500047407393429,-2.476588
mp-30185,0.0399234197916662,0.033204198
mp-31065,-2.2732624537165185,-2.2638206
mp-770647,-2.3984708747916668,-2.399767
mp-505424,-1.7487812664285716,-1.7259281
mp-634431,-1.923100887353333,-1.929942
mp-850131,-0.6772987810416673,-0.6989678
mp-18168,-2.2389762438775507,-2.222369
mp-677413,-1.5489081456354177,-1.5432867
mp-763729,-2.2251527401428564,-2.2326815
mp-27871,-0.4488405549999998,-0.4715662
mp-20668,-0.317408955384615,-0.29845476
mp-972448,-1.636550313770833,-1.6438037
mp-974751,0.2149068584913792,0.18248346
mp-28765,-0.3683424344880002,-0.43576017
mp-504678,-1.2620397172656257,-1.250335
mp-761057,-3.3016448911383924,-3.2939425
mp-622018,-1.8358586883333332,-1.831237
mp-716814,-1.3589897024166675,-1.3799514
mp-10648,-1.9511960192968751,-1.9354175
mp-28995,-0.1300806413186804,-0.1479441
mp-639496,-0.528490286666667,-0.53640133
mp-29413,-1.2723341553800138,-1.2632103
mp-36539,-0.6778684775468746,-0.6950213
mp-27535,-1.540865363055556,-1.5280709
mp-38489,-1.3689224556250004,-1.3492137
mp-778856,-2.4812497085002896,-2.4619405
mp-555026,-3.8854404541425,-3.8496206
mp-976384,-0.5958460294444438,-0.57499063
mp-1009496,0.482708736310002,0.5285653
mp-559083,-3.3869175778125005,-3.3773685
mp-21594,-0.8020677236363641,-0.8066609
mp-569289,0.00752573,0.017741323
mp-758428,-3.3329412922619057,-3.320537
mp-22305,-1.3393600754999997,-1.3202199
mp-720869,-1.213863890257407,-1.2230461
mp-752724,-3.8303868753645816,-3.8068936
mp-23707,-0.8742161757991297,-0.8546647
mp-18232,-0.4610158694444435,-0.4852876
mp-628633,-0.0296082542533338,0.014120042
mp-17689,-2.14696064485294,-2.1498885
mp-676620,-0.6698502870270271,-0.6603879
mp-674463,-2.4658222602799995,-2.4463916
mp-18972,-2.974320572142857,-2.9530962
mp-22496,1.273707356024,1.2373327
mp-865816,-0.6596815949999999,-0.65113485
mp-758107,-2.8296295263063924,-2.8309646
mp-3521,-3.253274785237778,-3.2491958
mp-30326,-0.4298232816666667,-0.43522322
mp-972748,0.4062851993750005,0.4026516
mp-26701,-2.534258743446429,-2.5476232
mp-770365,-2.78064332,-2.7538686
mp-1096820,-1.0083295270312504,-1.0247482
mp-676515,-3.677332108611113,-3.6798294
mp-23733,-1.3660110189826669,-1.3618748
mp-22562,-2.1184510945312507,-2.0904756
mp-39066,-3.796981933493074,-3.8002148
mp-735531,-1.256698684865333,-1.276639
mp-976410,0.3598800968750009,0.3431222
mp-1039565,0.0533316600000001,0.049357563
mp-15983,-3.118599502802796,-3.095515
mp-779979,-2.5458327124519995,-2.5484123
mp-752474,-2.9852988389432147,-2.9558983
mp-778729,-2.5564297389044435,-2.559432
mp-21787,-2.3241953609166672,-2.3184927
mp-863672,-0.29085495625,-0.29997277
mp-766313,-1.6298522451851856,-1.6375765
mp-31071,-0.2902991315000001,-0.30454993
mp-31277,-0.1885537974999991,-0.19442913
mp-30449,-0.1079491983333333,-0.12424821
mp-504510,-2.541732079722223,-2.5413325
mp-760244,-3.3186247090357144,-3.3020656
mp-1031860,-2.7731379913839285,-2.754838
mp-31007,-1.50593997974359,-1.5176007
mp-979984,-0.1727396866071435,-0.13366649
mp-755835,-2.4018923077314813,-2.4080997
mp-722369,-2.5357812512786664,-2.525512
mp-542779,-0.2986667199999999,-0.29298103
mp-18296,-3.263815927796053,-3.2209592
mp-22921,-0.8716356791666664,-0.9110732
mp-985475,0.0825162437499997,0.06078303
mp-672681,-0.0783083565595243,-0.10118109
mp-28911,-0.3990527286436363,-0.42666683
mp-1016621,0.4729998429166668,0.47085685
mp-542879,-0.3073750281578946,-0.30899596
mp-643708,-1.3344279446980003,-1.3308619
mp-27403,-3.756938296564286,-3.71329
mp-1020161,-2.87243106644643,-2.891262
mp-1025447,-0.1738577063476563,-0.19398057
mp-569282,-0.9605602663095236,-0.93928367
mp-758708,-2.3390960524999995,-2.3312435
mp-1039189,0.2061856531249999,0.13205254
mp-17981,-2.6178114426136365,-2.622387
mp-31493,-0.1434341742528735,-0.123539686
mp-27647,-0.698520297445,-0.70481545
mp-675299,-3.3817977971428577,-3.3711133
mp-752549,-2.183356233095,-2.1520479
mp-720921,-1.6175351132153333,-1.627747
mp-20181,-0.2540408457499993,-0.23414111
mp-28808,-2.016204973611112,-2.0122175
mp-24128,-1.4964935614360009,-1.4706578
mp-755109,-3.932812248250002,-3.894231
mp-774482,-3.0386815008199406,-3.0266898
mp-3160,-3.616912887386365,-3.6192138
mp-607310,-1.3553463893750006,-1.3501998
mp-695237,-1.6376962381836673,-1.6211563
mp-37680,-1.6790820330468748,-1.6862845
mp-36875,-0.8559650492500005,-0.859455
mp-20098,-2.381237316428571,-2.3709042
mp-571387,-2.10892882384,-2.1148453
mp-769399,-3.4139368842968745,-3.4067564
mp-39933,-2.733242330000001,-2.7156878
mp-31498,-0.7635099624999997,-0.76861966
mp-30625,-0.2577121099999999,-0.26461977
mp-29260,-1.9899184740393523,-1.9752171
mp-29381,-0.5627026604999997,-0.5999287
mp-777810,-0.6408226917566653,-0.633493
mp-12015,-1.3651833497500006,-1.3835645
mp-19959,-0.6986245322222224,-0.6960015
mp-27358,-1.0352054447767869,-1.0282856
mp-567246,-0.6702584271428572,-0.6558673
mp-763305,-2.012184881833334,-1.9788194
mp-850403,-2.1750668870632865,-2.1736774
mp-18105,-0.4030589330136494,-0.42750382
mp-608408,-1.06843272825,-1.0757658
mp-22306,-2.526491082142857,-2.52496
mp-20867,-0.4078390349999992,-0.38807756
mp-21563,-3.243621545773809,-3.2229972
mp-8184,-2.2372423406249995,-2.2149026
mp-779980,-2.5438768407020005,-2.5406814
mp-567933,0.0476433866225001,0.02591765
mp-755985,-2.7984357310416663,-2.8362346
mp-29410,-1.0879289081828714,-1.1021409
mp-641957,-0.2821564993421047,-0.31352645
mp-31516,-2.008311917727273,-2.0028298
mp-504946,-2.7764190393622448,-2.7643018
mp-764379,-2.849118675867144,-2.8310318
mp-1197998,-1.4466294413392853,-1.4358538
mp-20538,-0.3750149805555555,-0.3802114
mp-640614,-0.4213137312026518,-0.42976218
mp-22574,-0.0146066356249994,-0.008919835
mp-17825,-3.430196566428572,-3.3861485
mp-766345,-4.297783435208125,-4.2537637
mp-642493,-0.5852905548863638,-0.56204426
mp-721328,-2.001761850711,-2.0141346
mp-1194423,-0.5737255027586206,-0.5711312
mp-1025455,-0.6820842013839288,-0.44594926
mp-643071,-0.548779968473939,-0.5557001
mp-35986,-4.33770598011375,-4.277459
mp-31251,-0.8729349640877773,-0.8866372
mp-23723,-2.354139146413438,-2.3349924
mp-752895,-2.628748930595,-2.62722
mp-1025041,-0.5083067036805554,-0.50033116
mp-19456,-2.713130590714286,-2.681828
mp-20185,-0.8899004216666656,-0.8935947
mp-1078924,-0.6193222079999998,-0.6195742
mp-754798,-1.351107035121527,-1.3331352
mp-561224,-1.4966747616666662,-1.4995706
mp-31060,-1.0322619739973555,-1.0217834
mp-622375,-1.013199702321429,-1.016776
mp-29895,-0.927783286859606,-0.9268687
mp-1065190,-0.4547156656249997,-0.46105802
mp-760680,-0.5190586616666676,-0.55944103
mp-1084748,2.481881529911112,2.5090065
mp-31271,-1.7213839363189656,-1.6040499
mp-1220334,0.1369086839285707,0.14269376
mp-23382,-1.1246103468749986,-1.1514083
mp-763787,-1.700673710661764,-1.688524
mp-600057,-3.2663853196527786,-3.2611852
mp-976357,-0.3640895787499989,-0.34173355
mp-21490,-0.8319284583333335,-0.82431316
mp-1013911,-2.4887344948363093,-2.4765344
mp-1016058,-0.1196165807533304,-0.1366857
mp-29907,-0.3228952107692305,-0.3142415
mp-640041,-0.0260632398319326,-0.05743432
mp-542810,-0.4661769620312501,-0.4452433
mp-567885,0.1386290620328572,0.14420465
mp-542806,-1.2618555616796872,-1.2869563
mp-636978,-1.4288230565560005,-1.4426589
mp-23488,-0.4503966465234374,-0.44081378
mp-31499,-0.18422177010101,-0.20166445
mp-7070,-0.3856236764759984,-0.37505877
mp-14364,-2.113354156551724,-2.1047182
mp-769039,-3.0367356549074085,-3.0192382
mp-20233,-0.2437055749999993,-0.26699233
mp-36007,-1.9196141777678573,-1.9199823
mp-756044,-2.068295216875,-2.0634282
mp-17966,-2.6312591651699133,-2.614573
mp-642649,-1.530630427665,-1.5434575
mp-688785,-2.7067229078571424,-2.6955047
mp-35404,-2.197696298958333,-2.1999865
mp-1024986,-0.9916471583333338,-0.971789
mp-979253,0.0169906006250002,0.011141419
mp-23939,-0.9330540605599992,-0.90920377
mp-677731,-2.937442187360429,-2.9164267
mp-506,-0.7268531249999999,-0.72598183
mp-17699,-3.0415971740686265,-3.0378776
mp-505434,-3.4913573397222217,-3.4994793
mp-1187778,-0.311716920535714,-0.3237319
mp-761415,-0.8440410131250005,-0.81869364
mp-4123,-1.8209075870312503,-1.8292956
mp-675100,-1.483099213482143,-1.4654595
mp-675458,-1.2277111478571427,-1.2178414
mp-754586,-1.9816257174999996,-1.9581277
mp-679949,-0.3321378156163194,-0.325176
mp-30720,0.2338070035714286,0.18868273
mp-27135,-2.5052280634752764,-2.490385
mp-610738,-1.0966452451851856,-1.11584
mp-641539,-1.0249033188599992,-1.0252798
mp-755169,-0.1495476448660717,-0.17726284
mp-636565,-0.3187375852380952,-0.33231533
mp-40226,-2.6246408443478257,-2.60368
mp-28559,-2.5649903297500005,-2.5632482
mp-20654,-0.8416336176666647,-0.8316642
mp-623452,0.4579872406250009,0.4272286
mp-1043180,-1.9936543742500008,-1.963027
mp-766463,-2.6563982792892165,-2.645962
mp-1030513,-0.7757496020572923,-0.775352
mp-1006591,-0.74638708764881,-0.756441
mp-637377,0.0388154528571428,0.028853118
mp-29160,-1.888163414652779,-1.9024501
mp-23798,-1.716743499729999,-1.7367996
mp-21447,-0.370268194285714,-0.38578084
mp-773513,-2.743465174264706,-2.7460692
mp-850864,-3.867838612864583,-3.8357925
mp-570771,-0.3069501457142856,-0.3084023
mp-684034,-0.977590436976744,-0.99499947
mp-997034,-2.000909301875,-1.9834793
mp-985585,-2.063810828901999,-2.0410585
mp-995226,-0.6969765530599998,-0.72065943
mp-703470,-1.2426314349249996,-1.2564678
mp-1096801,-0.8693421035714293,-0.89101684
mp-22585,-0.4627556125000005,-0.44504893
mp-867673,-1.0447326556451602,-1.0493953
mp-1183980,-1.4159975257500002,-1.3983377
mp-730585,-2.6328071455462965,-2.6462822
mp-756270,-3.34493809555,-3.3444574
mp-779261,-2.800468941279761,-2.7984743
mp-759968,-1.7435807814583335,-1.7335147
mp-30529,-0.1401180426970825,-0.1550431
mp-29861,-1.0739238258055557,-1.1033797
mp-504835,-0.4640176286607138,-0.44792867
mp-1009848,0.5555585556249998,0.53762996
mp-777896,-2.253752084642857,-2.2404459
mp-770530,-2.020065724926801,-1.950552
mp-22419,-0.913392513055556,-0.90967065
mp-583071,-0.3786345079428572,-0.38410506
mp-705528,-2.2751377840551195,-2.2718697
mp-504540,-2.6942127478124998,-2.6809306
mp-505042,-1.458168241071428,-1.4344748
mp-34232,-0.6110249196000013,-0.6045109
mp-977152,-3.1383431938333346,-3.155885
mp-4090,-1.061660976000001,-1.0497439
mp-754192,-3.870867848489583,-3.8434815
mp-17499,-2.37916816506626,-2.3727596
mp-505421,-1.6819529774171431,-1.6529732
mp-775796,-3.066892794438776,-3.059751
mp-28967,-1.2170679694642863,-1.2038339
mp-767775,-2.6061626038454286,-2.6045513
mp-771746,-0.0324165627499989,-0.00823158
mp-27314,-2.054135370778,-2.048346
mp-9906,-0.4840940871428582,-0.49733424
mp-21090,-0.225559754999999,-0.2503273
mp-10110,-0.5376057600000008,-0.53678083
mp-33319,-3.7828542709520008,-3.762322
mp-29197,-2.0287774506130005,-1.9889117
mp-755449,-0.6143087064285707,-0.6108497
mp-1078783,-2.828307018500001,-2.796487
mp-754846,-3.8304303303409104,-3.804803
mp-1099284,0.1379959949999998,0.116579056
mp-974650,-1.9500705423161768,-1.9261394
mp-22541,0.1175498150000002,0.20438963
mp-5399,-0.675733272666666,-0.6746349
mp-540310,-2.614433635194099,-2.60286
mp-28612,-0.1307327129999997,-0.110097945
mp-675589,-0.5280739280357145,-0.55798066
mp-756074,-2.0194174888492062,-1.9950074
mp-752742,-2.017108734251429,-2.0184393
mp-16773,-2.938056310550264,-2.9462922
mp-705524,-0.540765540146973,-0.5343981
mp-3632,-3.335927905917501,-3.3162374
mp-21426,-0.456753106,-0.44571212
mp-7583,-1.0692739527083344,-1.0549799
mp-1016632,0.250222272232143,0.26222986
mp-772087,-2.6902607207500004,-2.6955178
mp-740731,-1.6116399993116008,-1.5904197
mp-722351,-0.3402808790138891,-0.3212156
mp-569600,0.0053036464285714,-0.01370281
mp-642458,-0.4420266597222226,-0.4401619
mp-773507,-2.121457691270477,-2.0884194
mp-556965,-2.0201534945117183,-2.0219378
mp-773918,-1.6112342528282817,-1.6084805
mp-982017,-0.37864991,-0.38105595
mp-504371,-2.202356927763157,-2.18669
mp-3886,-0.6460949584375006,-0.62082964
mp-774048,-2.576862520798335,-2.5717947
mp-760385,0.0945952794444438,0.081014395
mp-756804,-1.9324893633766076,-1.9255581
mp-504535,-1.7842827911133332,-1.7740695
mp-630883,-0.4690108278571433,-0.4805862
mp-17639,-0.2350422202631579,-0.22948512
mp-558042,-1.823959428828126,-1.8371972
mp-567122,-0.2710932350446428,-0.2539767
mp-1031480,-2.753965818437499,-2.773236
mp-567377,-0.2432655320000002,-0.24611947
mp-5050,-1.675410621427203,-1.6586049
mp-622508,-1.021214773333334,-1.0186917
mp-722891,-0.4874770347808694,-0.49142396
mp-18855,-1.5074078084615388,-1.4933625
mp-17539,-2.603249092358571,-2.6101074
mp-37990,-3.1236782185238097,-3.1020885
mp-770528,-2.0156004063460005,-1.987823
mp-997014,-0.9623364568749996,-0.9755553
mp-862774,-0.5550680708333333,-0.5563786
mp-26675,-2.5047588331150794,-2.4998293
mp-1031846,-2.781928278809999,-2.754063
mp-1025208,-2.6950418320412552,-2.6385028
mp-567199,-0.669841942666667,-0.66355187
mp-974058,-0.0134514799999996,-0.0020050406
mp-31462,-0.9327943718750004,-0.95650536
mp-37449,-2.2086893692857146,-2.191287
mp-27441,-0.9993629537132356,-1.0001047
mp-987,-0.0754090874999997,-0.07790077
mp-3017,-0.8723946608522727,-0.8962765
mp-20869,-0.684306370555556,-0.67770356
mp-27924,-1.2282732566666663,-1.2640558
mp-675492,-4.454280175444782,-4.3920507
mp-27576,-3.320791587239583,-3.2992797
mp-752989,-3.3694625156944435,-3.337881
mp-772034,-1.7082171692307695,-1.6847187
mp-1224712,-0.6199115833333337,-0.62055194
mp-27452,-1.65827599828,-1.6740369
mp-567178,-0.6690353455555551,-0.67114186
mp-645303,-1.552112789841954,-1.5616963
mp-760382,-4.025706922499999,-4.0504804
mp-780053,-2.1534473252777766,-2.1420903
mp-775018,-2.784407764246032,-2.782246
mp-20626,-0.6892113505555552,-0.6828703
mp-567342,-0.3566350004166665,-0.35743558
mp-752398,-1.930544998125,-1.951471
mp-27145,-0.827634845,-0.84502536
mp-998972,-0.427018133333334,-0.43497708
mp-770707,-2.5619872115624998,-2.5397053
mp-774557,-3.0550801386111117,-3.0316017
mp-972868,0.1616005399999998,0.16342288
mp-20478,-0.6704817255555552,-0.6762792
mp-28818,-0.639265376363916,-0.64243025
mp-676552,-4.260200727198275,-4.2635784
mp-27657,-3.080153014539474,-3.0765212
mp-1039010,0.4519211425000002,0.42904598
mp-556950,-1.13964953484375,-1.1464044
mp-1019541,-3.010891704375,-2.9964018
mp-18062,-0.2718799326086952,-0.27296728
mp-20209,-2.8154542748437485,-2.8398213
mp-863403,-2.633116714561688,-2.609447
mp-759667,-2.5219684764393944,-2.5165896
mp-685511,-3.0693628034997937,-3.0721374
mp-30407,-0.3896596750000001,-0.43564528
mp-540631,-2.499274409232143,-2.4910998
mp-779456,-3.234300969843749,-3.2352905
mp-1029834,-1.6209332211899987,-1.5927787
mp-685224,-1.843596926847827,-1.8581858
mp-1185044,0.0216123750000001,0.01650536
mp-850757,-2.520374626355556,-2.52534
mp-769007,-3.965549673083333,-3.928864
mp-27815,-2.094251996634572,-2.1123571
mp-28889,-0.2359965823076925,-0.23282707
mp-1186523,0.0095508025000006,0.0052066445
mp-29950,-1.6737791938644155,-1.683569
mp-1042260,-2.1928968678571423,-2.1627862
mp-31373,-1.4732353707813703,-1.447839
mp-31404,0.1336953909090907,0.15316886
mp-37496,-2.3133295619642857,-2.307092
mp-1030823,-2.459539077633929,-2.484396
mp-1217010,-0.1494047714682551,-0.1953612
mp-628599,-1.9374777681250004,-2.0149589
